unit_id,latitude,longitude,timestamp,distance_by_interval,dist_diff,cluster_number,flag,rank,alert_info
1410765,18.34831222406488,73.85193580320792,2017-03-25T01:52:00.000Z,28.47275676023188,0.5565583934712528,1,0.0,2,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410591,18.35600075121197,73.85338939836198,2017-03-25T01:52:00.000Z,17.20180710756534,11.27094965266654,"outlier",1.0,3,"[ ""You are outside the cluster"" ]"
1410765,18.33953908689549,73.85336934482221,2017-03-25T01:53:00.000Z,29.45994872586605,nan.0,1,nan.0,1,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410947,18.35543753322363,73.85329600616248,2017-03-25T01:53:00.000Z,29.0333969336033,0.426551792262746,1,0.0,2,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410591,18.3554489923892,73.85330288166183,2017-03-25T01:53:00.000Z,17.2638356549833,11.76956127862,"outlier",1.0,3,"[ ""You are outside the cluster"" ]"
1410765,18.33204880331297,73.85295452302816,2017-03-25T01:54:00.000Z,30.29398032367873,nan.0,1,nan.0,1,"[ ""unit_id 1412130 is left behind of your cluster 1"" ]"
1410947,18.35541747968385,73.85330116278701,2017-03-25T01:54:00.000Z,29.03569199305387,1.258288330624865,1,0.0,2,"[ ""unit_id 1412130 is left behind of your cluster 1"" ]"
1412130,18.49081726132309,73.81891106095958,2017-03-25T01:54:00.000Z,0.0370787962502209,28.99861319680365,"outlier",1.0,5,"[ ""You are outside the cluster"" ]"
1410765,18.32657877062252,73.85219764514147,2017-03-25T01:55:00.000Z,30.90744453154366,nan.0,0,nan.0,1,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410947,18.35541576080902,73.85331434082742,2017-03-25T01:55:00.000Z,29.03709497441222,1.870349557131441,1,0.0,2,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410765,18.32220881782791,73.85680251083051,2017-03-25T01:56:00.000Z,31.5947450662862,nan.0,1,nan.0,1,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410947,18.35305058903294,73.8528244614988,2017-03-25T01:56:00.000Z,29.30512373933028,2.289621326955924,1,0.0,2,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410591,18.35534929764864,73.85327939037239,2017-03-25T01:56:00.000Z,17.27519498351224,12.02992875581803,"outlier",1.0,3,"[ ""You are outside the cluster"" ]"
1410765,18.31615723248419,73.86180959323146,2017-03-25T01:57:00.000Z,32.45040995805967,nan.0,1,nan.0,1,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410947,18.34740580406737,73.85180746055342,2017-03-25T01:57:00.000Z,29.94190646362183,2.508503494437843,1,0.0,2,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410591,18.34830764039866,73.85196616999673,2017-03-25T01:57:00.000Z,18.07036333161218,11.87154313200965,"outlier",1.0,3,"[ ""You are outside the cluster"" ]"
1410765,18.31327926304833,73.86558080462441,2017-03-25T01:58:00.000Z,32.96118570971782,nan.0,1,nan.0,1,"[ ""unit_id 1410591 is left behind of your cluster 1"", ""unit_id 1410665 is left behind of your cluster 1"" ]"
1410947,18.34071078657622,73.85352289764101,2017-03-25T01:58:00.000Z,30.70805892457573,2.253126785142083,1,0.0,2,"[ ""unit_id 1410591 is left behind of your cluster 1"", ""unit_id 1410665 is left behind of your cluster 1"" ]"
1410591,18.34104596716949,73.85353607568142,2017-03-25T01:58:00.000Z,18.89464980211495,11.81340912246079,"outlier",1.0,3,"[ ""You are outside the cluster"" ]"
1410665,18.59331090307774,73.73572955095987,2017-03-25T01:58:00.000Z,0.0,18.89464980211495,"outlier",1.0,9,"[ ""unit_id 1410591 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,18.3132855655894,73.86551262258919,2017-03-25T01:59:00.000Z,32.96841720194318,nan.0,1,nan.0,1,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410947,18.33137557733505,73.85296598219372,2017-03-25T01:59:00.000Z,31.74774987183712,1.220667330106053,1,0.0,2,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410591,18.33193077390748,73.85297916023416,2017-03-25T01:59:00.000Z,19.90991615524231,11.83783371659482,"outlier",1.0,3,"[ ""You are outside the cluster"" ]"
1410765,18.31317211985014,73.86568909373916,2017-03-25T02:00:00.000Z,32.99091526570106,nan.0,1,nan.0,1,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
1410947,18.32605737858855,73.85239588870604,2017-03-25T02:00:00.000Z,32.34216038617783,0.6487548795232314,1,0.0,2,"[ ""unit_id 1410591 is left behind of your cluster 1"" ]"
