unit_id,timestamp,latitude,longitude,dist_diff,distance_by_interval,flag,rank,cluster_number,alert_info
1410947,2017-03-25T04:03:00.000Z,17.94781381402411,73.88769584828064,nan.0,76.23845861193557,nan.0,2,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410591,2017-03-25T04:03:00.000Z,17.94532029959352,73.88918267501488,0.07721607123731644,76.16124254069825,0.0,3,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410591,2017-03-25T04:04:00.000Z,17.95018872609093,73.88463109444581,,76.8857290321266,,1,0,"[]"
1410591,2017-03-25T04:05:00.000Z,17.94716579821046,73.87938795323387,,77.53427258933137,,1,0,"[]"
1410591,2017-03-25T04:06:00.000Z,17.94406380208748,73.87354091399578,,78.24247731827312,,1,0,"[]"
1410591,2017-03-25T04:07:00.000Z,17.94081226385365,73.86653248832597,nan.0,79.0673394065269,nan.0,1,0,"[ ""unit_id 1411607 is left behind of your cluster 0"" ]"
1411607,2017-03-25T04:07:00.000Z,18.51774572748194,73.87172463625109,78.97608468382182,0.09125472270507554,1.0,8,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:08:00.000Z,17.94111535878329,73.86158270175294,nan.0,79.59205095659992,nan.0,1,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410947,2017-03-25T04:08:00.000Z,17.94780235485853,73.88768954573958,3.352156113425778,76.23989484317414,0.0,3,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410591,2017-03-25T04:09:00.000Z,17.93896390044532,73.85835923847479,nan.0,80.00860391668604,nan.0,1,1,"[]"
1410947,2017-03-25T04:09:00.000Z,17.94983692970757,73.88525791080312,3.42614897812598,76.58245493856006,0.0,2,1,"[]"
1410765,2017-03-25T04:09:00.000Z,17.94850709354181,73.88693094897808,0.07232670730267898,76.51012823125738,0.0,3,1,"[]"
1410591,2017-03-25T04:10:00.000Z,17.9352052941345,73.8545725572083,nan.0,80.58752349641304,nan.0,1,1,"[]"
1410947,2017-03-25T04:10:00.000Z,17.94789059043351,73.88050121117014,3.457320112103119,77.13020338430992,0.0,2,1,"[]"
1410765,2017-03-25T04:10:00.000Z,17.94948570628249,73.88214789326425,0.102539013787549,77.02766437052237,0.0,3,1,"[]"
1410591,2017-03-25T04:11:00.000Z,17.93237373431925,73.85009431529895,nan.0,81.15636932586874,nan.0,1,1,"[]"
1410947,2017-03-25T04:11:00.000Z,17.94280386683176,73.87187245948708,2.952331779004567,78.20403754686417,0.0,2,1,"[]"
1410765,2017-03-25T04:11:00.000Z,17.94567897147623,73.87576284620209,0.3792608428654773,77.82477670399869,0.0,3,1,"[]"
1410591,2017-03-25T04:12:00.000Z,17.93210730871947,73.84427420509996,nan.0,81.77280981561476,nan.0,1,1,"[ ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:12:00.000Z,17.94074866548468,73.86538599880953,2.845531583983004,78.92727823163176,0.0,2,1,"[ ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410765,2017-03-25T04:12:00.000Z,17.94203209202983,73.8698608029692,0.3580141806614847,78.56926405097028,0.0,3,1,"[ ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:12:00.000Z,18.60655082299091,73.76046587874293,78.52073630101465,0.04852774995562625,1.0,10,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:13:00.000Z,17.92949576488339,73.83869244554509,nan.0,82.43086534362746,nan.0,1,1,"[ ""unit_id 1410671 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:13:00.000Z,17.94069538036472,73.86068430317133,3.006168125228172,79.42469721839929,0.0,2,1,"[ ""unit_id 1410671 is left behind of your cluster 1"" ]"
1410765,2017-03-25T04:13:00.000Z,17.94093373100882,73.86344252432686,0.1655612840753662,79.25913593432392,0.0,3,1,"[ ""unit_id 1410671 is left behind of your cluster 1"" ]"
1410671,2017-03-25T04:13:00.000Z,18.55533752017291,73.71614583698064,77.42001782985173,1.839118104472191,1.0,5,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:14:00.000Z,17.9307940883438,73.83269930194584,nan.0,83.08113483493625,nan.0,1,1,"[]"
1410947,2017-03-25T04:14:00.000Z,17.93726221435643,73.85669937834028,3.087712673799913,79.99342216113634,0.0,2,1,"[]"
1410765,2017-03-25T04:14:00.000Z,17.93981875419771,73.85933785121546,0.2827070488473851,79.71071511228895,0.0,3,1,"[]"
1410591,2017-03-25T04:15:00.000Z,17.93223049474948,73.83068936430278,nan.0,83.347078489533,nan.0,1,1,"[]"
1410947,2017-03-25T04:15:00.000Z,17.93275876228279,73.85126429610484,2.591179871796612,80.75589861773639,0.0,2,1,"[]"
1410765,2017-03-25T04:15:00.000Z,17.93561725113717,73.85516270423577,0.4022594030272302,80.35363921470916,0.0,3,1,"[]"
1410947,2017-03-25T04:16:00.000Z,17.93286877027238,73.84609907721885,nan.0,81.30247888879134,nan.0,2,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410765,2017-03-25T04:16:00.000Z,17.93205746134919,73.85078415706697,0.3395357304737843,80.96294315831756,0.0,3,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410947,2017-03-25T04:17:00.000Z,17.9305803749057,73.8416758393043,nan.0,81.83513826388514,nan.0,2,1,"[ ""unit_id 1410656 is left behind of your cluster 1"" ]"
1410765,2017-03-25T04:17:00.000Z,17.93260864721367,73.84559086322531,0.3193721697014382,81.5157660941837,0.0,3,1,"[ ""unit_id 1410656 is left behind of your cluster 1"" ]"
1410656,2017-03-25T04:17:00.000Z,18.4984009371051,73.85037792964708,80.74330691601595,0.7724591781677468,1.0,6,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:18:00.000Z,17.93223049474948,73.83069795867698,nan.0,83.34798622917192,nan.0,1,1,"[ ""unit_id 1412129 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:18:00.000Z,17.93016555311164,73.83287921084548,0.5810720830039884,82.76691414616793,0.0,2,1,"[ ""unit_id 1412129 is left behind of your cluster 1"" ]"
1410765,2017-03-25T04:18:00.000Z,17.93020909794085,73.84093099354149,0.6905895424889792,82.07632460367896,0.0,3,1,"[ ""unit_id 1412129 is left behind of your cluster 1"" ]"
1412129,2017-03-25T04:18:00.000Z,18.49805945397076,73.85036131385699,81.96694818306014,0.1093764206188145,1.0,7,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:19:00.000Z,17.93223908912366,73.83070426121805,nan.0,83.34914848282226,nan.0,1,1,"[]"
1410947,2017-03-25T04:19:00.000Z,17.9349256904943,73.83143077231593,0.03119651791179479,83.31795196491046,0.0,2,1,"[]"
1410765,2017-03-25T04:19:00.000Z,17.92974901244274,73.83353123736707,0.4571034782975261,82.86084848661294,0.0,3,1,"[]"
1410947,2017-03-25T04:20:00.000Z,17.94118411377678,73.83157573076053,nan.0,84.01402582790655,nan.0,1,1,"[]"
1410591,2017-03-25T04:20:00.000Z,17.93717397878144,73.83207248558851,0.09737279316017577,83.91665303474637,0.0,2,1,"[]"
1410765,2017-03-25T04:20:00.000Z,17.93269229912242,73.83069280205245,0.6116371283911235,83.30501590635525,0.0,3,1,"[]"
1410591,2017-03-25T04:21:00.000Z,17.94150898112103,73.83116950334067,nan.0,84.40805746633248,nan.0,1,1,"[]"
1410947,2017-03-25T04:21:00.000Z,17.94172212160085,73.83070426121805,0.2841315785271235,84.12392588780536,0.0,2,1,"[]"
1410765,2017-03-25T04:21:00.000Z,17.93701870708782,73.832264426612,0.3099141477600824,83.81401174004527,0.0,3,1,"[]"
1410591,2017-03-25T04:22:00.000Z,17.94175535318103,73.83069108317764,nan.0,84.46560722028138,nan.0,1,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410765,2017-03-25T04:22:00.000Z,17.93725877660675,73.83207076671368,0.6179453700820829,83.8476618501993,0.0,3,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410591,2017-03-25T04:24:00.000Z,17.94211574393858,73.83086927320242,nan.0,84.50989292359061,nan.0,1,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410947,2017-03-25T04:24:00.000Z,17.94305539551629,73.83117924363141,0.2294301440131221,84.28046277957749,0.0,2,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410591,2017-03-25T04:25:00.000Z,17.94598206640586,73.83331924280381,nan.0,85.01188682730645,nan.0,1,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410947,2017-03-25T04:25:00.000Z,17.94570074389084,73.83283452009971,0.3891002469733564,84.6227865803331,0.0,2,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410591,2017-03-25T04:26:00.000Z,17.94620380125987,73.83331752392895,nan.0,85.03654326605293,nan.0,1,1,"[]"
1410947,2017-03-25T04:26:00.000Z,17.94621067675922,73.83334273409325,0.3356195895712233,84.70092367648171,0.0,2,1,"[]"
1410765,2017-03-25T04:26:00.000Z,17.94141730779637,73.83128123020509,0.3833713455965437,84.31755233088516,0.0,3,1,"[]"
1410765,2017-03-25T04:27:00.000Z,17.93655403792347,73.82526574123294,,85.1526599363718,,1,0,"[]"
1410765,2017-03-25T04:28:00.000Z,17.93436877504703,73.81855754570138,,85.90277584895354,,1,0,"[]"
1410765,2017-03-25T04:29:00.000Z,17.93245222960348,73.81276436454152,nan.0,86.55164563249429,nan.0,1,1,"[ ""unit_id 1410665 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:29:00.000Z,17.94620380125987,73.83331294026274,1.514615998072586,85.0370296344217,0.0,2,1,"[ ""unit_id 1410665 is left behind of your cluster 1"" ]"
1410665,2017-03-25T04:29:00.000Z,18.5932461587922,73.73580747328582,84.90956060906581,0.1274690253558935,1.0,7,"outlier","[ ""You are outside the cluster"" ]"
1410765,2017-03-25T04:30:00.000Z,17.93403072966237,73.80667267211827,,87.21957630922883,,1,0,"[]"
1410765,2017-03-25T04:31:00.000Z,17.92849194197843,73.80305272171098,nan.0,87.94482053804683,nan.0,1,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410591,2017-03-25T04:31:00.000Z,17.94620208238504,73.83330778363822,2.907216704771528,85.0376038332753,0.0,2,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410765,2017-03-25T04:32:00.000Z,17.9256540796221,73.80126108117229,nan.0,88.31292965932512,nan.0,1,0,"[ ""unit_id 1412130 is left behind of your cluster 0"" ]"
1412130,2017-03-25T04:32:00.000Z,18.49013601392926,73.81857759924115,84.80733058144804,3.505599077877075,1.0,4,"outlier","[ ""You are outside the cluster"" ]"
1410765,2017-03-25T04:33:00.000Z,17.92357882473525,73.79813960446781,,88.71580820261993,,1,0,"[]"
1410765,2017-03-25T04:34:00.000Z,17.92344876320589,73.79283114601205,nan.0,89.27762097851193,nan.0,1,0,"[ ""cluster 1 is left behind of your cluster 0"" ]"
1410591,2017-03-25T04:34:00.000Z,17.94620208238504,73.83330434588855,4.239655879878256,85.03796509863368,0.0,2,1,"[ ""cluster 0 is move ahead of your cluster 1"" ]"
1410765,2017-03-25T04:35:00.000Z,17.92299899095681,73.78709239588871,,89.88682909020277,,1,0,"[]"
1410765,2017-03-25T04:36:00.000Z,17.92360059714985,73.78106086408475,,90.52845327730076,,1,0,"[]"
1410765,2017-03-25T04:37:00.000Z,17.92468864492184,73.77360782279038,nan.0,91.32619821917919,nan.0,1,0,"[ ""unit_id 1410591 is left behind of your cluster 0"" ]"
1410591,2017-03-25T04:37:00.000Z,17.9462003635102,73.83330262701371,6.287971053744286,85.0382271654349,1.0,2,"outlier","[ ""You are outside the cluster"" ]"
1410765,2017-03-25T04:38:00.000Z,17.92671405243842,73.76661429403582,nan.0,92.09961066551448,nan.0,1,0,"[ ""unit_id 1411607 is left behind of your cluster 0"" ]"
1411607,2017-03-25T04:38:00.000Z,18.51774572748194,73.87172463625109,92.0083559428094,0.09125472270507554,1.0,9,"outlier","[ ""You are outside the cluster"" ]"
1410765,2017-03-25T04:39:00.000Z,17.92660060669916,73.75921110011173,nan.0,92.8829446758885,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:39:00.000Z,17.94619864463536,73.83330090813887,7.844455443651142,85.03848923223735,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"" ]"
1410947,2017-03-25T04:39:00.000Z,17.94620208238504,73.83332439942832,0.3354043802421103,84.70308485199524,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"" ]"
1410765,2017-03-25T04:40:00.000Z,17.92417527430377,73.75166581253443,nan.0,93.72553988357569,nan.0,1,0,"[ ""unit_id 1410947 is left behind of your cluster 0"" ]"
1410947,2017-03-25T04:40:00.000Z,17.94545379887255,73.83272279323528,8.917701518455445,84.80783836512025,1.0,3,"outlier","[ ""You are outside the cluster"" ]"
1410765,2017-03-25T04:41:00.000Z,17.92205360979631,73.74280615866489,nan.0,94.69211271141879,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:41:00.000Z,17.94398072313701,73.83160609754934,9.348720449207661,85.34339226221113,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:41:00.000Z,17.9425672350625,73.83113627176047,0.1733521065787187,85.17004015563241,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:41:00.000Z,18.60644597162583,73.75986599142473,85.05722840232804,0.1128117533043727,1.0,8,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:42:00.000Z,17.92280074739224,73.73509929685287,nan.0,95.5117130592688,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:42:00.000Z,17.94105233337259,73.83016109676947,9.808603331938301,85.7031097273305,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:42:00.000Z,17.9405452652956,73.82969585464684,0.2614651889355031,85.441644538395,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:42:00.000Z,18.60728592846298,73.75715589876465,85.02835138915462,0.413293149240381,1.0,7,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:43:00.000Z,17.92025910446621,73.72771902125993,nan.0,96.34211589382561,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:43:00.000Z,17.93664743012296,73.82541127263582,9.937298637196861,86.40481725662875,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:43:00.000Z,17.93628532049058,73.8223791774229,0.05570597321258219,86.34911128341616,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410671,2017-03-25T04:43:00.000Z,18.55316257054549,73.717029338647,84.25083632965179,2.098274953764377,1.0,5,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410670,2017-03-25T04:43:00.000Z,18.60679433025952,73.7550474122976,1.456158737975243,0.6421162157891346,0.0,7,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410765,2017-03-25T04:44:00.000Z,17.91722242558705,73.71928278355864,nan.0,97.29641585286718,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:44:00.000Z,17.93454066253076,73.81877125913948,10.1511110493839,87.14530480348328,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:44:00.000Z,17.93356033091524,73.81596949315474,0.05348275631892818,87.09182204716436,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:44:00.000Z,18.60538256105984,73.7522278846062,86.11365513284282,0.9781669143215319,1.0,6,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:45:00.000Z,17.92114203317428,73.71091415493429,nan.0,98.28328303446611,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:45:00.000Z,17.93331911547974,73.80869750667655,10.4216718953289,87.86161113913721,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:45:00.000Z,17.93239894448353,73.81404950996152,0.1629164423654856,87.69869469677172,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:45:00.000Z,18.60357774248072,73.74773245394849,86.20602610383045,1.492668592941266,1.0,6,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:46:00.000Z,17.92261911961777,73.70345595701539,nan.0,99.08926837742932,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:46:00.000Z,17.93165696351211,73.804372817586,10.73421422219097,88.35505415523835,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:46:00.000Z,17.93327213290086,73.8086058333519,0.0723298693338279,88.28272428590452,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:46:00.000Z,18.60351758186141,73.74743738043476,86.75824803505434,1.524476250850191,1.0,6,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:47:00.000Z,17.92407386068838,73.69789768874998,nan.0,99.69916743132335,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:47:00.000Z,17.92601561629621,73.80168621621536,10.65543465627307,89.04373277505027,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410656 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:47:00.000Z,17.93129198908833,73.80420952447646,0.2464235039404201,88.79730927110985,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410656 is left behind of your cluster 1"" ]"
1410656,2017-03-25T04:47:00.000Z,18.49943569975713,73.85082942077102,87.90032879687776,0.8969804742320889,1.0,7,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:48:00.000Z,17.92658055315939,73.6930607749579,nan.0,100.2818865522228,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410591,2017-03-25T04:48:00.000Z,17.92622531902635,73.80182086141093,10.8671082132096,89.41477833901317,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410947,2017-03-25T04:48:00.000Z,17.9243087735828,73.79958460524766,0.07871281416990428,89.33606552484326,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1412130,2017-03-25T04:48:00.000Z,18.49015434859419,73.81858447474049,85.82830270848626,3.507762816357005,1.0,4,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1412129,2017-03-25T04:48:00.000Z,18.49802393055745,73.85028912111383,3.389809965398413,0.1179528509585912,0.0,9,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410765,2017-03-25T04:49:00.000Z,17.93350876467012,73.69106745310496,nan.0,101.0806104255088,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:49:00.000Z,17.92185364735691,73.79497916660036,11.18602932022482,89.89458110528398,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"" ]"
1410591,2017-03-25T04:49:00.000Z,17.92369857301557,73.79856244767778,0.03507858042937073,89.85950252485461,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"" ]"
1410765,2017-03-25T04:50:00.000Z,17.93693390926251,73.68526109390469,nan.0,101.8033638528075,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:50:00.000Z,17.92308378878212,73.78880611410146,11.24150919387904,90.56185465892851,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:50:00.000Z,17.92322359060221,73.79347457815946,0.1614784734407806,90.40037618548773,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:50:00.000Z,18.60356284556546,73.74746430947387,88.87012155092661,1.530254634561124,1.0,6,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:51:00.000Z,17.93783746446863,73.67827730544089,nan.0,102.5489800202352,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:51:00.000Z,17.92463879755156,73.78183435776153,11.22953013693103,91.31944988330416,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:51:00.000Z,17.92273027352392,73.78729751495261,0.2632500081054019,91.05619987519876,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:51:00.000Z,18.60388599403487,73.74891905054447,89.36848307548354,1.687716799715224,1.0,6,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:52:00.000Z,17.9360956713002,73.67254428490033,nan.0,103.18565250153,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:52:00.000Z,17.92469208267152,73.77362271970564,10.99740960405489,92.18824289747512,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:52:00.000Z,17.92544208505884,73.78298944165216,0.5855386695464659,91.60270422792865,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:52:00.000Z,18.60539115543403,73.75204453795691,89.54552753873138,2.057176689197273,1.0,6,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:53:00.000Z,17.93288710493731,73.66821100143558,nan.0,103.766551717097,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:53:00.000Z,17.92689396133805,73.76621436915703,10.75717580008559,93.00937591701144,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:53:00.000Z,17.92412198918382,73.77700947609333,0.7571999290839528,92.25217598792749,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""unit_id 1410670 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:53:00.000Z,18.60699257382408,73.75544447238501,89.79489331948828,2.45728266843921,1.0,5,"outlier","[ ""unit_id 1410765 is move ahead of your cluster outlier"", ""You are outside the cluster"" ]"
1410765,2017-03-25T04:54:00.000Z,17.92754541490137,73.66709430574964,nan.0,104.3721556167661,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:54:00.000Z,17.92657539653488,73.75920766236206,10.62064869504316,93.75150692172294,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:54:00.000Z,17.92552229921791,73.76975582428007,0.7162745920029039,93.03523232972003,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:54:00.000Z,18.607419427742,73.75807606976085,90.29659274485752,2.738639584862509,1.0,5,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410656,2017-03-25T04:54:00.000Z,18.49830066940626,73.85060081041766,1.713167836166579,1.025471748695929,0.0,7,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410765,2017-03-25T04:55:00.000Z,17.92651408999901,73.66150910844509,nan.0,104.9740742867417,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:55:00.000Z,17.92426064508736,73.75287418154501,10.50476779990588,94.46930648683586,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:55:00.000Z,17.9275803653564,73.76260244016565,0.6434270678581697,93.82587941897769,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:55:00.000Z,18.60634455801044,73.75957779341034,90.88892204642812,2.936957372549569,1.0,5,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410656,2017-03-25T04:55:00.000Z,18.49849089155492,73.85019458299779,1.863711415963498,1.073245956586071,0.0,7,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410765,2017-03-25T04:56:00.000Z,17.92514529267027,73.66201445764725,nan.0,105.1353947531675,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:56:00.000Z,17.92207710108576,73.74249733415246,9.541704022167409,95.59369073100007,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:56:00.000Z,17.92549193242912,73.75574241069013,1.005796362356065,94.587894368644,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410670,2017-03-25T04:56:00.000Z,18.60379603958505,73.7608228317508,91.33865376682185,3.249240601822155,1.0,5,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410656,2017-03-25T04:56:00.000Z,18.49834421423547,73.85020432328852,2.159652556430104,1.089588045392051,0.0,7,2,"[ ""unit_id 1410765 is move ahead of your cluster 2"", ""cluster 1 is move ahead of your cluster 2"" ]"
1410765,2017-03-25T04:57:00.000Z,17.92398218736372,73.66164260772412,nan.0,105.2705773025709,nan.0,1,"outlier","[ ""You are outside the cluster"" ]"
1410947,2017-03-25T04:57:00.000Z,17.92330552363612,73.73554620431055,8.92888681014702,96.34169049242384,1.0,2,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
1410591,2017-03-25T04:57:00.000Z,17.92363039098036,73.74772615140742,0.8807986195457147,95.46089187287812,0.0,3,1,"[ ""unit_id 1410765 is move ahead of your cluster 1"", ""cluster 2 is left behind of your cluster 1"" ]"
